week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-42,1.055674742940541,1.0,-0.7499213562576338,1.0,1.0
2025-43,0.4020482871270444,0.8844640191642074,-0.20423113951119076,1.1370541832102745,6.0
2025-44,0.3667455909271878,0.7357202145616911,-0.3007278317400938,1.1075151375123664,11.0
2025-45,-0.13765854130004584,1.0510312152333043,0.3195056521098497,0.8895699387304523,13.0
2025-46,0.1501021013338552,0.7544574994661365,0.4601117445425666,0.510811947245693,13.0
2025-47,0.047173334873375196,1.00743617213088,0.44895850777961055,0.5925157441481916,18.0
2025-48,0.113029790619996,0.8546499803101881,0.4506556930395118,0.6190074348844892,27.0
2025-49,0.19141226552885574,1.0699892436513043,0.1368384440772021,0.9220869060615722,33.0
2025-50,-0.007785766319452408,0.8840806015818754,0.26874068081898655,0.8054068340322464,88.0
2025-51,0.12347371077670309,0.9619012562502326,0.216405415538845,0.9650830284144364,22.0
2025-52,-0.2971470514782828,0.8026555504894439,-0.43413971366385884,1.0130680863662882,53.0
2026-00,-0.19081683179760328,0.9609679334342988,-0.23841716243971423,1.0839301887906683,14.0
2026-01,-0.09371219066848735,1.1973793776306025,-0.5709275509231494,0.9667110731770481,16.0
2026-02,-0.19274919711315325,0.749129658923809,-0.4626449713242705,0.8791656963922928,16.0
2026-03,0.013012846814311486,0.8798744529296285,0.10678286639229048,0.8805858236829689,37.0
